Date,AAPL,AJG,AVB,DLR,ICE,INCY,KHC,LLY,MCHP,MDT,MOH,NDAQ,PRU,STLD,TER
2020-01-31,77.37750244140625,102.56999969482422,216.69000244140625,122.98999786376953,99.73999786376953,73.06999969482422,29.200000762939453,139.63999938964844,48.7400016784668,115.44000244140625,122.97000122070312,38.81999969482422,91.05999755859375,29.8799991607666,65.98999786376953
2020-02-03,77.16500091552734,104.26000213623047,216.69000244140625,123.13999938964844,100.04000091552734,72.94000244140625,29.149999618530273,141.0,48.775001525878906,117.98999786376953,124.97000122070312,39.26333236694336,91.5,30.010000228881836,67.80000305175781
2020-02-04,79.7125015258789,104.69999694824219,218.77000427246094,124.98999786376953,92.58999633789062,73.87999725341797,29.149999618530273,143.44000244140625,50.85499954223633,119.98999786376953,124.48999786376953,39.55666732788086,93.52999877929688,29.940000534057617,70.47000122070312
2020-02-05,80.36250305175781,105.08000183105469,217.61000061035156,123.86000061035156,92.87999725341797,76.0,29.3700008392334,147.35000610351562,54.255001068115234,120.62000274658203,129.7899932861328,38.823333740234375,95.63999938964844,30.1200008392334,71.27999877929688
2020-02-06,81.30249786376953,105.12000274658203,219.1300048828125,124.0199966430664,90.11000061035156,75.80999755859375,29.059999465942383,147.3000030517578,54.2400016784668,121.30000305175781,128.02999877929688,38.616668701171875,95.33000183105469,29.450000762939453,71.37000274658203
2020-02-07,80.00749969482422,104.93000030517578,219.1699981689453,123.27999877929688,92.62999725341797,74.13999938964844,29.540000915527344,146.41000366210938,53.10499954223633,118.94999694824219,128.0,38.11000061035156,94.66999816894531,29.020000457763672,69.44999694824219
2020-02-10,80.38749694824219,106.77999877929688,221.75,126.08000183105469,94.81999969482422,75.11000061035156,29.690000534057617,145.50999450683594,54.07500076293945,119.37999725341797,129.35000610351562,38.57666778564453,94.88999938964844,29.110000610351562,70.55000305175781
2020-02-11,79.90249633789062,107.4000015258789,222.8800048828125,125.5199966430664,94.76000213623047,76.13999938964844,30.010000228881836,144.25,54.43000030517578,118.94999694824219,141.4199981689453,38.266666412353516,95.87000274658203,29.68000030517578,72.4000015258789
2020-02-12,81.80000305175781,106.6500015258789,224.38999938964844,127.05000305175781,94.38999938964844,75.83000183105469,30.040000915527344,143.50999450683594,54.849998474121094,116.48999786376953,145.72999572753906,38.02000045776367,95.94999694824219,29.399999618530273,73.0999984741211
2020-02-13,81.21749877929688,108.19999694824219,225.58999633789062,126.52999877929688,94.19000244140625,78.05000305175781,27.770000457763672,141.8000030517578,55.185001373291016,116.83000183105469,145.5800018310547,38.133331298828125,95.56999969482422,29.110000610351562,72.58000183105469
2020-02-14,81.23750305175781,109.16000366210938,227.52999877929688,131.5,96.86000061035156,78.44999694824219,26.8799991607666,141.1199951171875,54.68000030517578,117.33000183105469,144.99000549316406,38.733333587646484,94.4800033569336,28.440000534057617,70.16000366210938
2020-02-18,79.75,108.51000213623047,228.07000732421875,133.1999969482422,96.19999694824219,79.30000305175781,27.329999923706055,141.00999450683594,53.47999954223633,112.66000366210938,149.2100067138672,38.55666732788086,93.18000030517578,28.719999313354492,67.38999938964844
2020-02-19,80.90499877929688,108.77999877929688,225.8000030517578,132.41000366210938,95.41999816894531,82.41999816894531,27.309999465942383,140.8300018310547,54.90999984741211,113.7699966430664,153.83999633789062,38.42333221435547,93.0999984741211,29.1299991607666,67.9800033569336
2020-02-20,80.07499694824219,108.16999816894531,227.14999389648438,136.3000030517578,95.20999908447266,82.7699966430664,27.420000076293945,142.0,54.064998626708984,113.86000061035156,150.49000549316406,38.163333892822266,93.77999877929688,29.350000381469727,67.88999938964844
2020-02-21,78.26249694824219,107.83000183105469,228.02000427246094,138.1300048828125,94.75,80.88999938964844,27.260000228881836,142.0399932861328,52.540000915527344,113.27999877929688,149.8000030517578,38.393333435058594,92.5999984741211,29.690000534057617,66.0
2020-02-24,74.54499816894531,106.20999908447266,225.7899932861328,135.27000427246094,93.8499984741211,78.87000274658203,26.6299991607666,138.14999389648438,50.064998626708984,111.3499984741211,138.2100067138672,38.246665954589844,87.83000183105469,29.31999969482422,63.880001068115234
2020-02-25,72.0199966430664,103.87000274658203,221.41000366210938,133.5399932861328,91.97000122070312,77.31999969482422,26.06999969482422,135.41000366210938,48.59000015258789,108.52999877929688,129.0399932861328,37.470001220703125,84.05999755859375,28.049999237060547,61.630001068115234
2020-02-26,73.1624984741211,103.83999633789062,221.22000122070312,130.3800048828125,93.86000061035156,77.97000122070312,25.639999389648438,133.52999877929688,47.3849983215332,106.1500015258789,128.72999572753906,37.67333221435547,81.91999816894531,27.860000610351562,61.43000030517578
2020-02-27,68.37999725341797,99.08000183105469,207.6699981689453,123.19000244140625,91.81999969482422,75.83999633789062,24.969999313354492,129.19000244140625,44.939998626708984,100.9800033569336,124.18000030517578,35.81666564941406,77.5199966430664,26.889999389648438,58.40999984741211
2020-02-28,68.33999633789062,97.48999786376953,200.58999633789062,120.11000061035156,89.22000122070312,75.41000366210938,24.770000457763672,126.12999725341797,45.35499954223633,100.66999816894531,122.55000305175781,34.18333435058594,75.44999694824219,26.6299991607666,58.7599983215332
2020-03-02,74.70249938964844,103.51000213623047,209.6699981689453,130.49000549316406,93.4000015258789,79.05999755859375,26.06999969482422,132.83999633789062,47.61000061035156,102.62000274658203,127.31999969482422,36.706668853759766,79.55999755859375,27.290000915527344,60.4900016784668
2020-03-03,72.33000183105469,100.69000244140625,208.72999572753906,129.58999633789062,94.94000244140625,77.80000305175781,25.5,130.30999755859375,44.70500183105469,100.4000015258789,122.43000030517578,36.689998626708984,75.05999755859375,26.65999984741211,58.470001220703125
2020-03-04,75.68499755859375,106.20999908447266,217.72000122070312,134.97999572753906,100.16999816894531,80.16000366210938,26.450000762939453,140.3800048828125,46.630001068115234,103.58999633789062,142.35000610351562,38.790000915527344,77.16999816894531,27.350000381469727,62.470001220703125
2020-03-05,73.2300033569336,102.11000061035156,213.30999755859375,129.8699951171875,97.91000366210938,78.61000061035156,26.649999618530273,140.14999389648438,44.34000015258789,100.18000030517578,140.02000427246094,38.03333282470703,72.26000213623047,25.649999618530273,60.619998931884766
2020-03-06,72.25749969482422,100.83999633789062,209.05999755859375,128.24000549316406,94.04000091552734,76.04000091552734,26.030000686645508,141.4600067138672,43.47999954223633,99.05999755859375,138.1999969482422,36.83333206176758,69.80999755859375,24.950000762939453,58.91999816894531
2020-03-09,66.5425033569336,94.13999938964844,197.1699981689453,120.66999816894531,88.62000274658203,71.08999633789062,23.959999084472656,135.72000122070312,38.97999954223633,92.4000015258789,132.77000427246094,35.2400016784668,58.2400016784668,21.190000534057617,55.08000183105469
2020-03-10,71.33499908447266,97.55999755859375,208.83999633789062,134.4499969482422,90.55000305175781,74.30999755859375,24.5,141.19000244140625,40.7400016784668,96.36000061035156,136.3800048828125,34.900001525878906,62.869998931884766,22.59000015258789,59.0099983215332
2020-03-11,68.85749816894531,94.9800033569336,195.85000610351562,137.0,86.19999694824219,71.9000015258789,23.65999984741211,140.02000427246094,36.70000076293945,92.44000244140625,131.9199981689453,33.106666564941406,57.970001220703125,21.149999618530273,54.880001068115234
2020-03-12,62.057498931884766,86.16999816894531,181.97999572753906,128.3699951171875,75.61000061035156,68.0199966430664,20.059999465942383,126.0199966430664,31.15999984741211,84.4000015258789,130.0399932861328,29.543333053588867,46.310001373291016,18.739999771118164,49.83000183105469
2020-03-13,69.49250030517578,90.05999755859375,193.16000366210938,143.33999633789062,83.12000274658203,73.83999633789062,23.969999313354492,139.3699951171875,34.98500061035156,88.81999969482422,146.35000610351562,32.016666412353516,52.91999816894531,21.850000381469727,54.529998779296875
2020-03-16,60.5525016784668,79.8499984741211,163.47000122070312,128.30999755859375,74.12999725341797,71.5999984741211,22.020000457763672,129.3800048828125,27.885000228881836,77.43000030517578,121.69000244140625,28.43666648864746,43.349998474121094,17.8799991607666,48.150001525878906
2020-03-17,63.21500015258789,85.45999908447266,181.58999633789062,138.24000549316406,76.79000091552734,70.37000274658203,23.829999923706055,143.1999969482422,31.25,80.20999908447266,125.73999786376953,31.676666259765625,46.77000045776367,17.479999542236328,51.720001220703125
2020-03-18,61.66749954223633,72.44000244140625,153.8800048828125,137.33999633789062,70.08000183105469,66.9000015258789,23.690000534057617,143.08999633789062,28.975000381469727,74.54000091552734,120.05000305175781,30.523332595825195,46.18000030517578,15.5,46.18000030517578
2020-03-19,61.19499969482422,68.55000305175781,146.57000732421875,125.2699966430664,73.68000030517578,66.51000213623047,22.280000686645508,133.08999633789062,30.280000686645508,79.22000122070312,120.4800033569336,29.333332061767578,44.369998931884766,18.510000228881836,47.0
2020-03-20,57.310001373291016,71.58000183105469,131.6199951171875,121.19999694824219,72.98999786376953,66.95999908447266,22.280000686645508,122.4000015258789,29.81999969482422,77.45999908447266,113.75,26.833332061767578,42.2599983215332,18.809999465942383,44.290000915527344
2020-03-23,56.092498779296875,68.23999786376953,121.08000183105469,107.9000015258789,66.8499984741211,63.18000030517578,20.770000457763672,119.05000305175781,32.755001068115234,72.91999816894531,107.79000091552734,24.286666870117188,39.220001220703125,17.889999389648438,45.970001220703125
2020-03-24,61.720001220703125,77.2699966430664,127.45999908447266,116.72000122070312,73.66000366210938,67.43000030517578,22.989999771118164,122.88999938964844,37.86000061035156,80.3499984741211,117.91000366210938,27.663333892822266,47.470001220703125,20.8700008392334,52.81999969482422
2020-03-25,61.380001068115234,77.20999908447266,140.77999877929688,121.43000030517578,74.5199966430664,69.58999633789062,22.959999084472656,121.94000244140625,37.46500015258789,86.81999969482422,130.22999572753906,28.98666763305664,51.61000061035156,19.670000076293945,54.2400016784668
2020-03-26,64.61000061035156,80.77999877929688,151.05999755859375,134.1300048828125,79.81999969482422,73.05000305175781,24.770000457763672,134.35000610351562,37.2599983215332,91.94000244140625,139.97999572753906,31.273332595825195,54.650001525878906,20.600000381469727,57.5099983215332
2020-03-27,61.935001373291016,80.16999816894531,160.27000427246094,132.85000610351562,81.25,68.95999908447266,24.239999771118164,134.11000061035156,34.099998474121094,89.88999938964844,135.1699981689453,30.926666259765625,53.040000915527344,20.290000915527344,54.849998474121094
2020-03-30,63.70249938964844,83.22000122070312,152.10000610351562,139.80999755859375,83.80999755859375,72.16999816894531,25.170000076293945,138.44000244140625,34.494998931884766,92.05000305175781,139.35000610351562,33.14666748046875,53.75,21.829999923706055,55.2400016784668
2020-03-31,63.5724983215332,81.51000213623047,147.1699981689453,138.91000366210938,80.75,73.2300033569336,24.739999771118164,138.72000122070312,33.900001525878906,90.18000030517578,139.7100067138672,31.649999618530273,52.13999938964844,22.540000915527344,54.16999816894531
2020-04-01,60.227500915527344,77.0,138.02000427246094,134.47999572753906,79.30999755859375,74.18000030517578,23.68000030517578,136.4199981689453,31.395000457763672,84.11000061035156,131.16000366210938,30.75666618347168,47.0,21.940000534057617,52.13999938964844
2020-04-02,61.23249816894531,78.76000213623047,135.33999633789062,135.00999450683594,81.13999938964844,77.06999969482422,24.639999389648438,142.17999267578125,32.4900016784668,86.1500015258789,133.47999572753906,31.31999969482422,46.630001068115234,21.290000915527344,53.43000030517578
2020-04-03,60.352500915527344,76.26000213623047,132.22000122070312,136.49000549316406,80.98999786376953,78.58999633789062,25.31999969482422,139.66000366210938,32.02000045776367,86.2699966430664,132.1300048828125,31.739999771118164,46.09000015258789,20.979999542236328,52.86000061035156
2020-04-06,65.61750030517578,82.20999908447266,145.07000732421875,139.5,84.43000030517578,85.11000061035156,25.90999984741211,141.61000061035156,36.9900016784668,94.08999633789062,141.0,33.86333465576172,49.13999938964844,22.600000381469727,59.20000076293945
2020-04-07,64.85749816894531,82.27999877929688,147.35000610351562,140.5,82.30000305175781,86.66000366210938,26.610000610351562,141.8800048828125,36.66999816894531,94.45999908447266,140.11000061035156,33.64666748046875,52.060001373291016,22.790000915527344,59.189998626708984
2020-04-08,66.51750183105469,85.04000091552734,160.72999572753906,145.80999755859375,85.33999633789062,87.75,27.31999969482422,146.22000122070312,39.7599983215332,99.27999877929688,157.55999755859375,34.709999084472656,55.02000045776367,23.5,62.779998779296875
2020-04-09,66.99749755859375,86.83999633789062,167.36000061035156,148.2899932861328,87.37999725341797,86.80999755859375,28.110000610351562,145.72999572753906,39.224998474121094,101.02999877929688,153.27999877929688,35.973331451416016,58.70000076293945,23.959999084472656,61.150001525878906
2020-04-13,68.3125,83.56999969482422,161.41000366210938,140.7100067138672,85.18000030517578,88.01000213623047,27.93000030517578,144.4199981689453,39.779998779296875,99.5199966430664,156.7100067138672,34.43000030517578,58.0,23.670000076293945,60.959999084472656
2020-04-14,71.76249694824219,86.54000091552734,167.02999877929688,144.8800048828125,87.0,91.27999877929688,28.450000762939453,151.11000061035156,40.970001220703125,101.19999694824219,163.2899932861328,35.85333251953125,58.61000061035156,23.219999313354492,63.310001373291016
2020-04-15,71.10749816894531,83.6500015258789,161.0800018310547,140.89999389648438,86.25,90.94999694824219,28.049999237060547,151.17999267578125,39.28499984741211,97.31999969482422,160.1999969482422,35.33333206176758,54.52000045776367,21.850000381469727,61.099998474121094
2020-04-16,71.67250061035156,80.79000091552734,161.25,141.9499969482422,88.0999984741211,95.66000366210938,29.229999542236328,154.72999572753906,38.779998779296875,95.69999694824219,170.97000122070312,36.10333251953125,52.38999938964844,22.260000228881836,63.86000061035156
2020-04-17,70.69999694824219,83.5999984741211,170.3699951171875,149.1999969482422,90.4000015258789,100.0,29.329999923706055,157.2899932861328,40.16999816894531,103.33000183105469,169.82000732421875,37.08000183105469,56.599998474121094,23.469999313354492,63.83000183105469
2020-04-20,69.23249816894531,80.77999877929688,160.50999450683594,143.72000122070312,89.4000015258789,101.19000244140625,29.170000076293945,157.7899932861328,38.85499954223633,101.54000091552734,164.3000030517578,36.59333419799805,54.25,22.56999969482422,62.470001220703125
2020-04-21,67.09249877929688,77.54000091552734,158.25,144.6999969482422,87.52999877929688,99.45999908447266,28.469999313354492,152.6699981689453,37.42499923706055,97.61000061035156,160.42999267578125,35.09000015258789,51.790000915527344,22.219999313354492,60.93000030517578
2020-04-22,69.0250015258789,77.58999633789062,159.83999633789062,149.17999267578125,89.19000244140625,100.97000122070312,28.760000228881836,156.7100067138672,39.51499938964844,96.08000183105469,163.3699951171875,34.87666702270508,53.61000061035156,22.84000015258789,62.779998779296875
2020-04-23,68.75749969482422,74.81999969482422,157.4499969482422,148.52999877929688,88.5,101.9000015258789,28.530000686645508,159.92999267578125,39.400001525878906,95.83000183105469,167.22000122070312,34.616668701171875,53.2400016784668,24.06999969482422,61.20000076293945
2020-04-24,70.74250030517578,75.27999877929688,158.3800048828125,150.02999877929688,88.91999816894531,103.4800033569336,29.229999542236328,162.92999267578125,41.005001068115234,99.30000305175781,168.27999877929688,35.209999084472656,55.779998779296875,23.540000915527344,62.0
2020-04-27,70.7925033569336,77.37999725341797,160.75,154.22999572753906,92.3499984741211,102.9800033569336,30.190000534057617,161.2899932861328,42.35499954223633,100.76000213623047,170.8699951171875,37.209999084472656,59.2599983215332,24.93000030517578,63.75
2020-04-28,69.6449966430664,77.22000122070312,162.47000122070312,154.14999389648438,90.29000091552734,97.66999816894531,30.43000030517578,157.3000030517578,43.67499923706055,98.04000091552734,166.35000610351562,37.06999969482422,60.650001525878906,24.719999313354492,63.189998626708984
2020-04-29,71.93250274658203,79.66999816894531,165.80999755859375,148.61000061035156,90.69999694824219,95.95999908447266,30.530000686645508,155.16000366210938,46.1349983215332,99.13999938964844,164.75999450683594,37.20000076293945,64.48999786376953,25.889999389648438,67.31999969482422
2020-04-30,73.44999694824219,78.5,162.9499969482422,149.49000549316406,89.44999694824219,97.66000366210938,30.329999923706055,154.63999938964844,43.8650016784668,97.62999725341797,163.97000122070312,36.55666732788086,62.369998931884766,24.270000457763672,62.540000915527344
2020-05-01,72.26750183105469,77.51000213623047,158.44000244140625,145.9199981689453,88.66999816894531,97.30000305175781,29.3799991607666,153.6300048828125,40.7599983215332,95.13999938964844,173.25,35.540000915527344,59.540000915527344,24.40999984741211,57.849998474121094
2020-05-04,73.29000091552734,80.13999938964844,158.16000366210938,145.77000427246094,89.66999816894531,100.98999786376953,28.93000030517578,153.27999877929688,41.0099983215332,95.26000213623047,178.30999755859375,35.37666702270508,58.880001068115234,24.31999969482422,58.58000183105469
2020-05-05,74.38999938964844,83.12999725341797,159.33999633789062,148.0,92.97000122070312,98.81999969482422,28.940000534057617,157.88999938964844,41.73500061035156,97.9000015258789,181.0800018310547,36.276668548583984,58.75,24.149999618530273,59.439998626708984
2020-05-06,75.15750122070312,80.44999694824219,156.8000030517578,149.6999969482422,91.73999786376953,96.08000183105469,29.399999618530273,156.67999267578125,41.880001068115234,96.76000213623047,183.10000610351562,35.209999084472656,54.119998931884766,23.8799991607666,60.5
2020-05-07,75.93499755859375,85.37999725341797,160.44000244140625,149.02999877929688,93.08999633789062,96.47000122070312,28.829999923706055,152.97000122070312,42.75,98.94000244140625,177.27000427246094,35.776668548583984,56.720001220703125,24.1299991607666,62.43000030517578
2020-05-08,77.53250122070312,86.4000015258789,163.9600067138672,145.05999755859375,93.5199966430664,95.91999816894531,29.559999465942383,153.50999450683594,44.849998474121094,99.02999877929688,175.5500030517578,35.86333465576172,58.97999954223633,25.3700008392334,65.08999633789062
2020-05-11,78.75250244140625,86.86000061035156,157.24000549316406,144.36000061035156,94.0999984741211,99.33000183105469,29.329999923706055,158.5500030517578,44.150001525878906,98.73999786376953,178.86000061035156,36.413333892822266,57.04999923706055,24.299999237060547,63.11000061035156
2020-05-12,77.85250091552734,87.02999877929688,151.5,132.92999267578125,92.55000305175781,96.73999786376953,29.3799991607666,157.72000122070312,42.994998931884766,95.19999694824219,180.5,36.16666793823242,54.2599983215332,23.239999771118164,61.29999923706055
2020-05-13,76.9124984741211,85.83000183105469,151.05999755859375,133.4199981689453,93.30000305175781,96.44999694824219,28.760000228881836,157.92999267578125,41.974998474121094,93.27999877929688,174.3800048828125,36.29666519165039,51.349998474121094,22.149999618530273,59.72999954223633
2020-05-14,77.38500213623047,86.48999786376953,151.86000061035156,132.72000122070312,93.25,94.83000183105469,28.799999237060547,158.3800048828125,42.900001525878906,93.81999969482422,176.47999572753906,36.49333190917969,53.380001068115234,22.25,61.38999938964844
2020-05-15,76.92749786376953,87.2300033569336,150.35000610351562,130.77000427246094,93.47000122070312,96.12000274658203,29.200000762939453,159.22999572753906,41.775001525878906,93.88999938964844,181.4199981689453,37.36000061035156,52.93000030517578,22.520000457763672,56.88999938964844
2020-05-18,78.73999786376953,90.30000305175781,158.47999572753906,131.42999267578125,96.0,96.45999908447266,30.8700008392334,157.9600067138672,44.5099983215332,98.9000015258789,173.75,38.313331604003906,57.119998931884766,24.360000610351562,60.650001525878906
2020-05-19,78.28500366210938,90.22000122070312,154.64999389648438,131.41000366210938,92.95999908447266,94.91999816894531,29.90999984741211,156.6999969482422,44.06999969482422,97.02999877929688,176.6699981689453,37.543331146240234,54.97999954223633,24.190000534057617,61.119998931884766
2020-05-20,79.80750274658203,90.69000244140625,155.8300018310547,132.75,93.44999694824219,98.31999969482422,30.239999771118164,153.1300048828125,45.650001525878906,98.08000183105469,176.97000122070312,38.23666763305664,56.560001373291016,24.6200008392334,63.529998779296875
2020-05-21,79.2125015258789,91.0,154.17999267578125,130.75,92.86000061035156,98.68000030517578,29.709999084472656,152.27999877929688,43.814998626708984,95.41000366210938,181.72000122070312,37.996665954589844,57.66999816894531,24.760000228881836,61.7400016784668
2020-05-22,79.72250366210938,91.0999984741211,153.6699981689453,135.80999755859375,93.7699966430664,99.37000274658203,29.950000762939453,151.16000366210938,43.904998779296875,94.72000122070312,182.2100067138672,38.4466667175293,56.279998779296875,24.43000030517578,62.75
2020-05-26,79.18250274658203,92.37999725341797,160.41000366210938,138.33999633789062,94.2300033569336,98.68000030517578,30.21500015258789,147.9600067138672,46.92499923706055,97.1500015258789,183.7100067138672,38.7599983215332,60.459999084472656,25.770000457763672,64.8499984741211
2020-05-27,79.52749633789062,93.81999969482422,158.89999389648438,139.32000732421875,92.83000183105469,98.22000122070312,31.030000686645508,145.6999969482422,48.375,96.0,183.64999389648438,38.39666748046875,63.20000076293945,27.3700008392334,67.58999633789062
2020-05-28,79.5625,94.0,159.02999877929688,146.0500030517578,94.87000274658203,100.55000305175781,30.389999389648438,150.64999389648438,47.71500015258789,98.13999938964844,186.86000061035156,38.790000915527344,61.849998474121094,26.959999084472656,64.55999755859375
2020-05-29,79.48500061035156,94.27999877929688,156.00999450683594,143.55999755859375,97.25,101.91000366210938,30.469999313354492,152.9499969482422,48.0099983215332,98.58000183105469,185.82000732421875,39.48666763305664,60.959999084472656,26.559999465942383,67.0199966430664
2020-06-01,80.4625015258789,94.45999908447266,160.4199981689453,142.44000244140625,97.62000274658203,101.75,30.424999237060547,152.4499969482422,47.869998931884766,97.11000061035156,183.07000732421875,39.62666702270508,60.880001068115234,26.860000610351562,67.16000366210938
2020-06-02,80.83499908447266,95.5,158.77000427246094,140.0,96.3499984741211,100.9000015258789,31.43000030517578,153.86000061035156,48.41999816894531,97.25,183.1199951171875,39.746665954589844,60.959999084472656,27.200000762939453,69.44999694824219
2020-06-03,81.27999877929688,97.94999694824219,162.0,139.49000549316406,97.87999725341797,98.83000183105469,31.309999465942383,152.52999877929688,54.39500045776367,97.0999984741211,179.13999938964844,39.779998779296875,63.709999084472656,27.889999389648438,72.31999969482422
2020-06-04,80.58000183105469,98.19999694824219,158.8699951171875,136.9600067138672,95.79000091552734,93.80000305175781,31.489999771118164,150.7100067138672,53.42499923706055,96.98999786376953,173.5800018310547,39.310001373291016,65.45999908447266,28.15999984741211,73.19000244140625
2020-06-05,82.875,100.44999694824219,172.69000244140625,141.27999877929688,97.80999755859375,93.51000213623047,32.619998931884766,149.2100067138672,55.0,102.04000091552734,171.02999877929688,39.96666717529297,69.2300033569336,29.139999389648438,76.76000213623047
2020-06-08,83.36499786376953,101.9000015258789,178.07000732421875,141.60000610351562,97.4800033569336,94.58000183105469,33.970001220703125,149.2100067138672,54.23500061035156,101.33000183105469,171.77000427246094,40.43333435058594,74.7300033569336,29.579999923706055,74.9000015258789
2020-06-09,85.99749755859375,101.1500015258789,174.22000122070312,141.47999572753906,97.44000244140625,93.0,33.099998474121094,149.1300048828125,52.8650016784668,99.11000061035156,175.08999633789062,40.029998779296875,71.76000213623047,29.360000610351562,74.86000061035156
