Date,Mkt_Prem,SMB,HML,RMW,CMA,RF
2021-09-22,1,0.15,0.53,-0.53,0.48,0
2021-09-23,1.28,0.46,0.93,-1.01,0.2,0
2021-09-24,0.08,-0.39,0.7,0.58,0.25,0
2021-09-27,-0.1,1.7,2.43,-0.26,0.72,0
2021-09-28,-2.18,0,1.76,0.85,1.08,0
2021-09-29,0.03,-0.19,0.8,1.16,0.33,0
2021-09-30,-1.02,0.08,-0.77,-1.23,-0.36,0
2021-10-01,1.1,0.47,0.5,-0.1,0.61,0
2021-10-04,-1.43,0.4,2.34,0.71,1.08,0
2021-10-05,1.05,-0.57,-0.07,-0.07,-0.3,0
2021-10-06,0.33,-0.99,-0.49,0.34,-0.67,0
2021-10-07,1.01,0.46,-0.17,-0.08,0.05,0
2021-10-08,-0.28,-0.45,1.12,0.1,0.61,0
2021-10-11,-0.72,0.22,-0.28,-0.03,0.29,0
2021-10-12,-0.06,0.56,-0.44,-0.89,-0.25,0
2021-10-13,0.43,-0.08,-1.06,-0.48,-0.77,0
2021-10-14,1.65,-0.38,-0.27,-0.01,-0.13,0
2021-10-15,0.63,-1.13,0.3,0.37,-0.05,0
2021-10-18,0.41,-0.41,-0.01,0.56,-0.05,0
2021-10-19,0.71,-0.47,-0.23,-0.16,0.08,0
2021-10-20,0.34,0.23,1.19,0.29,0.52,0
2021-10-21,0.37,0.03,-0.95,0.32,-0.62,0
2021-10-22,-0.25,0.01,1.01,0.44,0.52,0
2021-10-25,0.58,0.37,-0.15,-0.42,-0.36,0
2021-10-26,0.04,-0.78,-0.31,-0.36,-0.14,0
2021-10-27,-0.76,-0.95,-1.18,0.85,-0.6,0
2021-10-28,1.14,0.82,-0.49,-0.34,-0.17,0
2021-10-29,0.22,0.14,-0.84,0.55,-0.79,0
2021-11-01,0.51,2.05,0.44,-1.12,0.02,0
2021-11-02,0.24,-0.33,-0.54,0.42,0.13,0
2021-11-03,0.8,1.44,-0.12,0.21,-0.38,0
2021-11-04,0.39,-0.28,-1.37,0.65,-0.71,0
2021-11-05,0.38,0.79,1.19,0.01,1.29,0
2021-11-08,0.18,0.02,0.07,-0.5,-0.08,0
2021-11-09,-0.35,-0.15,0.45,0.58,0.28,0
2021-11-10,-1.07,-0.31,0.94,1.37,-0.07,0
2021-11-11,0.24,0.63,0.33,0.14,0.1,0
2021-11-12,0.74,-0.46,-0.91,0.39,-0.3,0
2021-11-15,-0.02,-0.47,0.71,0.57,0.48,0
2021-11-16,0.5,-0.17,-0.72,0.18,-0.64,0
2021-11-17,-0.47,-0.63,-0.25,0.81,0.16,0
2021-11-18,0.06,-0.75,-0.07,1.26,-0.09,0
2021-11-19,-0.2,-0.4,-1.29,1.04,-0.6,0
2021-11-22,-0.61,0.05,2.76,1.25,1.59,0
2021-11-23,-0.03,-0.2,1.75,0.24,1.15,0
2021-11-24,0.3,-0.13,-0.87,-0.53,-0.21,0
2021-11-26,-2.22,-1.28,-0.92,0.26,-0.61,0
2021-11-29,1.11,-1.3,-0.79,0.38,-0.33,0
2021-11-30,-1.95,0.16,-1.13,-0.11,0.42,0
2021-12-01,-1.61,-0.48,1.1,2.3,0.75,0
2021-12-02,1.51,1,1.27,-0.65,0.05,0
2021-12-03,-1.21,-0.87,1.06,1.79,1.01,0
2021-12-06,1.19,0.83,0.63,0.09,0.62,0
2021-12-07,2.22,-0.15,-1.79,-1.47,-0.44,0
2021-12-08,0.47,0.34,-0.83,-0.97,0.2,0
2021-12-09,-1.07,-1.07,1.57,1.42,0.98,0
2021-12-10,0.7,-0.87,0.5,1.38,0.77,0
2021-12-13,-1.04,-0.29,-0.98,0.3,-0.31,0
2021-12-14,-0.76,-0.35,1.64,0.41,0.17,0
2021-12-15,1.62,0.02,-1.91,0.04,-0.36,0
2021-12-16,-1.2,-0.85,2.78,0.64,0.65,0
2021-12-17,-0.65,1.48,-2.33,-1.72,-0.38,0
2021-12-20,-1.27,-0.21,-0.41,0.03,0.16,0
2021-12-21,2.06,0.67,0.19,-1.08,-0.19,0
2021-12-22,0.97,0.18,-0.36,0.35,0.08,0
2021-12-23,0.71,0.29,-0.48,-0.37,-0.39,0
2021-12-27,1.22,-0.13,0.29,0.97,0.48,0
2021-12-28,-0.27,-0.41,0.81,0.85,0.2,0
2021-12-29,0.06,-0.02,0.17,0.69,0.01,0
2021-12-30,-0.15,0.08,-0.4,-0.83,-0.42,0
2021-12-31,-0.31,0.17,0.53,0.36,0.4,0
2022-01-03,0.73,0.42,0.78,-1.16,0.58,0
2022-01-04,-0.29,-0.07,3.62,0.63,1.46,0
2022-01-05,-2.28,-0.94,2.6,1.41,1.23,0
2022-01-06,0,0.38,1.75,-0.56,-0.01,0
2022-01-07,-0.48,-0.96,2.02,-0.13,0.84,0
2022-01-10,-0.15,-0.29,-0.28,-0.04,-0.39,0
2022-01-11,1.1,-0.19,-0.3,-1.25,0.37,0
2022-01-12,0.12,-0.85,0.5,0.76,0.27,0
2022-01-13,-1.57,0.86,2.41,1.17,1.02,0
2022-01-14,0.08,0.05,0.54,-0.85,0.47,0
2022-01-18,-2.08,-0.91,1.37,0.8,0.96,0
2022-01-19,-1.01,-0.36,-0.67,0.24,0.09,0
2022-01-20,-1.14,-0.83,-0.23,-0.3,0.13,0
2022-01-21,-2.1,0.38,0.49,1.03,0.48,0
2022-01-24,0.53,1.75,-0.25,-0.07,-0.65,0
2022-01-25,-1.43,-0.19,2.79,-0.79,1.6,0
2022-01-26,-0.3,-1.06,0.09,0.43,-0.05,0
2022-01-27,-0.79,-1.47,0.79,1.05,0.96,0
2022-01-28,2.45,-0.61,-2.07,0.17,0.23,0
2022-01-31,2.34,0.72,-2.86,-1.82,-1.59,0
2022-02-01,0.87,0.12,0.65,-1.07,0.38,0
2022-02-02,0.48,-1.58,0.72,1.48,0.49,0
2022-02-03,-2.49,0.44,2.18,0.42,1.32,0
2022-02-04,0.89,-0.28,-0.6,-1.7,-1.11,0
2022-02-07,-0.25,0.66,0.23,-0.7,-0.02,0
2022-02-08,1.02,0.73,-0.28,0.92,-0.44,0
2022-02-09,1.61,0.03,-1.95,-1.11,-0.24,0
2022-02-10,-1.69,0.03,1.23,-0.55,0.32,0
2022-02-11,-1.92,0.91,2.13,-0.18,1.43,0
2022-02-14,-0.35,0.08,-0.59,0.68,-0.19,0
2022-02-15,1.87,1.04,-1.42,-0.69,-0.83,0
2022-02-16,-0.02,0.04,0.31,0.6,0.4,0
2022-02-17,-2.28,-0.05,1.1,0.88,1.45,0
2022-02-18,-0.87,0.1,0.93,1.05,0.43,0
2022-02-22,-1.18,-0.36,0.11,-0.05,0.14,0
2022-02-23,-1.96,0.06,1.26,0.02,1.04,0
2022-02-24,1.89,0.72,-3.86,-1.79,-1.73,0
2022-02-25,2.23,-0.13,1.22,0.37,-0.21,0
2022-02-28,0.05,0.4,-0.5,-0.8,0.29,0
2022-03-01,-1.57,-0.28,-0.81,-0.4,0.55,0
2022-03-02,1.81,0.6,1.34,0.52,0.4,0
2022-03-03,-0.88,-0.22,1.52,1.24,1.23,0
2022-03-04,-1.1,-0.51,0.68,0.39,1.21,0
2022-03-07,-3.12,0.73,0.89,-0.68,1.33,0
2022-03-08,-0.52,0.98,0.32,-1.14,-0.25,0
2022-03-09,2.8,-0.01,-2.09,-0.42,-1.54,0
2022-03-10,-0.47,0.3,1.16,-0.33,0.35,0
2022-03-11,-1.49,-0.13,1.79,0.98,0.59,0
2022-03-14,-1.06,-0.85,1.77,2.19,0.05,0
2022-03-15,2.15,-0.49,-2.39,0.75,-0.99,0
2022-03-16,2.61,0.45,-1.83,-1.17,-1.52,0
2022-03-17,1.43,0.16,-1.09,-1.6,-0.14,0
2022-03-18,1.33,-0.19,-1.85,-0.55,-0.79,0
2022-03-21,-0.18,-0.94,1.59,-0.17,1.56,0
2022-03-22,1.31,-0.22,-1.16,-0.82,-1.01,0
2022-03-23,-1.26,-0.61,0.37,-0.49,1.53,0
2022-03-24,1.42,-0.32,-0.79,-0.47,-0.2,0
2022-03-25,0.27,-0.3,2.18,0.23,1.32,0
2022-03-28,0.73,-0.87,-1.7,0.5,-1.17,0
2022-03-29,1.45,1.2,-1.92,-0.34,-0.97,0
2022-03-30,-0.83,-1.11,0.4,0.4,0.91,0
2022-03-31,-1.55,0.63,-0.44,-0.22,0.39,0
2022-04-01,0.39,0.57,-0.59,-0.91,0.07,0.001
2022-04-04,0.94,-0.55,-1.88,-0.78,-0.66,0.001
2022-04-05,-1.54,-0.73,0.84,0.72,0.18,0.001
2022-04-06,-1.24,-0.3,1.09,0.24,0.85,0.001
2022-04-07,0.33,-0.61,-0.13,0.37,0.34,0.001
2022-04-08,-0.39,-0.53,2.24,0.37,1.03,0.001
2022-04-11,-1.53,0.62,1.06,0.45,0.06,0.001
2022-04-12,-0.29,0.57,0.46,-0.25,1.04,0.001
2022-04-13,1.4,0.62,-0.71,-1.01,0.02,0.001
2022-04-14,-1.28,0.32,1.41,0.18,0.94,0.001
2022-04-18,-0.21,-0.58,1.8,0.76,0.61,0.001
2022-04-19,1.77,0.4,-0.95,0.53,-1.26,0.001
2022-04-20,-0.28,0.48,1.26,0.78,1.12,0.001
2022-04-21,-1.75,-0.56,0.41,1.77,0.4,0.001
2022-04-22,-2.74,0.25,-0.16,-0.14,-0.23,0.001
2022-04-25,0.71,0.12,-1.83,0.11,-1.06,0.001
2022-04-26,-3,-0.36,1.79,0.24,1.22,0.001
2022-04-27,0.12,-0.56,0.34,0.14,0.8,0.001
2022-04-28,2.44,-0.51,-0.45,0.46,0.09,0.001
2022-04-29,-3.53,0.86,0.59,-0.22,0.66,0.001
2022-05-02,0.8,0.38,-1.15,-0.62,-1.34,0.001
2022-05-03,0.41,0.16,1.62,-0.02,1.15,0.001
2022-05-04,3,-0.47,0.24,0,0.08,0.001
2022-05-05,-3.8,-0.24,2.37,0.59,1.14,0.001
2022-05-06,-0.85,-1.01,1.77,0.99,1.36,0.001
2022-05-09,-3.54,-0.06,1.37,4.21,-0.3,0.001
2022-05-10,0.2,-0.49,-1.22,-0.67,0.31,0.001
2022-05-11,-1.95,-0.59,2.59,0.7,0.95,0.001
2022-05-12,0.17,1.2,-1.23,-0.37,-1.09,0.001
2022-05-13,2.76,0.4,-2.2,-2.16,-0.68,0.001
2022-05-16,-0.6,0.09,1.35,0.19,1.32,0.001
2022-05-17,2.14,0.94,-0.05,-0.7,-0.32,0.001
2022-05-18,-4.04,0.47,1.53,-0.54,0.35,0.001
2022-05-19,-0.34,0.41,-0.8,-1.21,-0.86,0.001
2022-05-20,-0.05,-0.14,-0.19,-0.1,0.16,0.001
2022-05-23,1.74,-0.91,1.29,-0.03,1.02,0.001
2022-05-24,-1.23,-0.48,1.85,1.43,1.13,0.001
2022-05-25,1.22,0.74,0.21,-0.54,0,0.001
2022-05-26,2.18,0.02,-0.62,-0.16,-0.31,0.001
2022-05-27,2.58,0.04,-1.3,-0.66,-0.26,0.001
2022-05-31,-0.71,-0.39,0.45,0.82,-0.25,0.001
2022-06-01,-0.75,0.22,0.79,-0.19,1.08,0.003
2022-06-02,2.09,0.41,-2.07,-0.45,-1.48,0.003
2022-06-03,-1.63,1.02,0.53,-0.8,0.45,0.003
2022-06-06,0.33,0.06,0.65,0.47,0.18,0.003
2022-06-07,0.99,0.19,-0.14,-1.58,0.66,0.003
2022-06-08,-1.02,-0.26,-0.53,-0.69,-0.22,0.003
2022-06-09,-2.44,0.44,0.26,0.86,0.15,0.003
2022-06-10,-3,0.27,0.62,0.31,0.48,0.003
2022-06-13,-4.13,-0.48,0.62,1.72,-0.37,0.003
2022-06-14,-0.25,0.12,0.12,0.11,0.04,0.003
2022-06-15,1.55,-0.02,-1.65,-0.2,-1.13,0.003
2022-06-16,-3.52,-1.1,0.03,0.62,-0.64,0.003
2022-06-17,0.47,0.73,-2.62,0.37,-2.01,0.003
2022-06-21,2.38,-0.82,0.24,-0.92,0,0.003
2022-06-22,-0.18,0.03,-1.77,0.62,-1.6,0.003
2022-06-23,1.13,0.3,-3.85,0.5,-1.87,0.003
2022-06-24,3.11,-0.41,-0.04,0.11,-0.33,0.003
2022-06-27,-0.28,0.77,1.24,-0.3,1.29,0.003
2022-06-28,-2.1,0.04,2.36,-0.68,1.29,0.003
2022-06-29,-0.2,-0.59,-1.3,1.09,-0.85,0.003
2022-06-30,-0.96,0.51,-0.15,0.89,-0.16,0.003
2022-07-01,1.15,-0.01,0.11,-0.74,-0.1,0.004
2022-07-05,0.49,1.1,-3.35,-1.69,-2.12,0.004
2022-07-06,0.17,-0.89,-0.73,0.06,-0.3,0.004
2022-07-07,1.77,0.87,-0.98,-0.8,-1.33,0.004
2022-07-08,-0.07,0.07,-0.07,-0.26,-0.22,0.004
2022-07-11,-1.39,-0.97,1.59,1.69,1.23,0.004
2022-07-12,-0.88,0.87,0.51,0.07,0.81,0.004
2022-07-13,-0.39,0.43,-0.4,0.03,-0.33,0.004
2022-07-14,-0.41,-0.47,-1.01,0.8,-0.02,0.004
2022-07-15,1.95,0.05,0.47,-0.21,-0.39,0.004
2022-07-18,-0.71,0.36,1.02,0.12,-0.1,0.004
2022-07-19,2.8,0.85,-0.56,-0.3,-0.61,0.004
2022-07-20,0.89,1.09,-1.31,-1.5,-1.49,0.004
2022-07-21,0.97,-0.33,-1.63,-0.27,-0.89,0.004
2022-07-22,-1.19,-0.82,1.37,1.71,1.51,0.004
2022-07-25,0.11,0.1,1.69,0.64,0.51,0.004
2022-07-26,-1.32,0.34,1.06,0.57,1.18,0.004
2022-07-27,2.72,0.15,-1.27,-0.21,-1.34,0.004
2022-07-28,1.19,-0.03,-0.86,0.15,-0.86,0.004
2022-07-29,1.44,-0.88,0.45,0.48,-1.18,0.004
2022-08-01,-0.19,0.18,-0.26,0.17,0.35,0.008
2022-08-02,-0.49,0.55,-1.4,-2.16,-0.45,0.008
2022-08-03,1.67,0.28,-1.92,-1.47,-0.68,0.008
2022-08-04,-0.06,0.39,-1.65,-1.29,-0.84,0.008
2022-08-05,-0.05,0.95,-0.06,-1.29,-0.24,0.008
2022-08-08,0,0.96,-0.08,-0.45,0.22,0.008
2022-08-09,-0.68,-1.37,2.12,0.89,1.28,0.008
2022-08-10,2.36,0.76,-1.6,-1.37,-1.37,0.008
2022-08-11,-0.07,0.22,1.66,0.73,0.85,0.008
2022-08-12,1.76,0.49,-0.75,-0.65,-0.54,0.008
2022-08-15,0.38,-0.01,-0.63,-0.19,-0.01,0.008
2022-08-16,0.19,-0.14,0.72,1.04,0.53,0.008
2022-08-17,-0.93,-0.92,1.04,1.26,0.66,0.008
2022-08-18,0.27,0.35,0.46,0.77,0.08,0.008
2022-08-19,-1.5,-0.94,0.96,1.06,1.25,0.008
2022-08-22,-2.14,-0.05,0.36,0.19,0.2,0.008
2022-08-23,-0.11,0.12,0.33,-0.38,-0.2,0.008
2022-08-24,0.4,0.52,-0.62,-1.45,-0.49,0.008
2022-08-25,1.45,0.14,-0.01,0.12,-0.41,0.008
2022-08-26,-3.38,-0.28,1.69,0.23,0.87,0.008
2022-08-29,-0.72,-0.39,0.42,0.23,0.42,0.008
2022-08-30,-1.11,-0.38,-0.24,-0.25,0.12,0.008
2022-08-31,-0.74,0.22,-0.44,-0.63,-0.12,0.008
2022-09-01,-0.01,-1.05,-0.3,0.64,0.56,0.009
2022-09-02,-0.99,0.11,1.07,-0.08,0.24,0.009
2022-09-06,-0.51,-0.56,-0.53,-0.15,-0.66,0.009
2022-09-07,1.92,0.42,-1.53,-1.3,-0.53,0.009
2022-09-08,0.78,-0.14,-0.19,-1.31,-1.05,0.009
2022-09-09,1.67,0.38,-0.52,-0.1,-0.49,0.009
2022-09-12,1.07,0.27,-0.16,-0.16,-0.16,0.009
2022-09-13,-4.29,0.05,1.44,-0.32,0.92,0.009
2022-09-14,0.44,-0.19,-0.29,-0.76,-0.44,0.009
2022-09-15,-1.03,0.42,0.55,-0.37,0.2,0.009
2022-09-16,-0.98,-0.74,0.84,1.67,0.93,0.009
2022-09-19,0.72,-0.06,0.67,0.6,-0.08,0.009
2022-09-20,-1.16,-0.3,0.05,-0.12,0.34,0.009
2022-09-21,-1.68,0.35,0.08,0.37,0.11,0.009
2022-09-22,-1.14,-1.15,0.41,1.15,0.9,0.009
2022-09-23,-1.85,-0.48,-0.81,0.2,-0.23,0.009
2022-09-26,-1.02,-0.05,-0.74,0.17,-0.41,0.009
2022-09-27,-0.05,0.57,-0.94,-0.61,-0.88,0.009
2022-09-28,2.15,0.9,-0.33,-0.84,-0.72,0.009
2022-09-29,-2.17,-0.28,0.87,0.43,0.5,0.009
2022-09-30,-1.42,0.59,0.27,-0.67,-0.1,0.009
2022-10-03,2.55,0.01,0.69,0.88,0.34,0.011
2022-10-04,3.3,0.72,-0.05,-1.03,-0.31,0.011
2022-10-05,-0.22,-0.38,0.08,0.31,0.15,0.011
2022-10-06,-0.86,0.46,0.12,-0.09,-0.48,0.011
2022-10-07,-2.91,-0.22,1.67,0.95,1.45,0.011
2022-10-10,-0.81,0.24,0.77,1.54,0.39,0.011
2022-10-11,-0.7,0.61,0.33,0.58,0.65,0.011
2022-10-12,-0.27,0.03,0,-0.02,0.01,0.011
2022-10-13,2.4,-0.27,1.58,0.56,0.94,0.011
2022-10-14,-2.46,-0.2,1.21,0.53,1.56,0.011
2022-10-17,2.74,0.37,-1.42,-1.01,-1.16,0.011
2022-10-18,1.19,-0.13,0,-0.43,0.05,0.011
2022-10-19,-0.87,-1.18,1.21,0.64,0.75,0.011
2022-10-20,-0.8,-0.35,-0.44,-0.6,0.15,0.011
2022-10-21,2.3,-0.06,0.11,0.61,-0.23,0.011
2022-10-24,1.03,-0.62,0.46,1.17,0.47,0.011
2022-10-25,1.78,1.02,-1.51,-1.17,-1.22,0.011
2022-10-26,-0.66,0.69,0.89,-0.8,0.67,0.011
2022-10-27,-0.54,0.43,1.06,-0.38,0.51,0.011
2022-10-28,2.33,0.06,-0.33,0.38,0.6,0.011
2022-10-31,-0.67,0.46,0.74,-0.21,0.48,0.011
2022-11-01,-0.35,0.44,0.78,-0.03,0.41,0.014
2022-11-02,-2.67,-0.87,1.6,0.21,1.05,0.014
2022-11-03,-1.03,0.39,0.31,-0.17,0.07,0.014
2022-11-04,1.16,-0.26,1.29,2.2,0.61,0.014
2022-11-07,0.87,-0.34,0.6,1.06,0.93,0.014
2022-11-08,0.5,-0.54,-0.38,-0.21,0.07,0.014
2022-11-09,-2.25,-0.5,0.55,0.94,1.06,0.014
2022-11-10,5.68,1.05,-3.1,-0.71,-2.79,0.014
2022-11-11,1.07,0.17,-1.08,-0.88,-1.12,0.014
2022-11-14,-0.95,-0.26,0.25,0.54,0.43,0.014
2022-11-15,1.03,0.47,-0.7,-0.5,-0.52,0.014
2022-11-16,-1.03,-1.07,0.57,1.16,0.91,0.014
2022-11-17,-0.42,-0.28,0.58,1.34,0.75,0.014
2022-11-18,0.4,-0.09,0.08,0.4,0.62,0.014
2022-11-21,-0.53,-0.2,0.99,0.47,1.08,0.014
2022-11-22,1.35,-0.38,0.45,0.7,-0.24,0.014
2022-11-23,0.63,-0.25,-0.94,-0.73,-0.56,0.014
2022-11-25,-0.02,0.27,0.43,-0.17,0.14,0.014
2022-11-28,-1.55,-0.47,-0.21,0.31,0.32,0.014
2022-11-29,-0.18,0.35,1.03,0.19,0.47,0.014
2022-11-30,3.12,-0.14,-2.07,-0.78,-1.42,0.014
2022-12-01,-0.02,0.04,-0.69,-0.32,-0.3,0.016
2022-12-02,-0.08,0.82,-0.56,-0.39,0.32,0.016
2022-12-05,-2.02,-0.55,-0.53,0.85,0.99,0.016
2022-12-06,-1.51,-0.02,1.16,0.82,0.7,0.016
2022-12-07,-0.24,-0.17,-0.33,0.09,-0.22,0.016
2022-12-08,0.77,-0.09,-1.2,-0.56,-0.62,0.016
2022-12-09,-0.8,-0.52,0.35,0.22,0.12,0.016
2022-12-12,1.41,-0.27,-0.15,-0.28,-0.15,0.016
2022-12-13,0.66,0.07,-0.75,-0.27,-0.58,0.016
2022-12-14,-0.56,0.04,-0.44,-0.16,-0.08,0.016
2022-12-15,-2.57,-0.11,1.37,0.25,0.36,0.016
2022-12-16,-1.02,0.52,0.18,-0.04,0.43,0.016
2022-12-19,-1.01,-0.59,1.24,0.62,1.15,0.016
2022-12-20,0.13,0.24,0.24,-0.53,0.45,0.016
2022-12-21,1.52,0.14,-0.14,0.36,-0.28,0.016
2022-12-22,-1.52,0.22,0.37,-0.05,0.88,0.016
2022-12-23,0.51,-0.34,1.15,0.86,0.46,0.016
2022-12-27,-0.51,-0.42,1.43,1.13,1.19,0.016
2022-12-28,-1.23,-0.3,-0.29,-0.96,-0.03,0.016
2022-12-29,1.87,1.03,-1.07,-1.01,-0.82,0.016
2022-12-30,-0.22,0.12,-0.03,-0.53,0.01,0.016
